month,prob,commodity,model,horizon,label
2016-12,0.2415761500597,cotton,clf_xgb,3,0
2017-01,0.24263566732406616,cotton,clf_xgb,3,0
2017-02,0.24263566732406616,cotton,clf_xgb,3,0
2017-03,0.24263566732406616,cotton,clf_xgb,3,0
2017-04,0.24263566732406616,cotton,clf_xgb,3,0
2017-05,0.24263566732406616,cotton,clf_xgb,3,0
2017-06,0.24263566732406616,cotton,clf_xgb,3,0
2017-07,0.24263566732406616,cotton,clf_xgb,3,0
2017-08,0.24263566732406616,cotton,clf_xgb,3,0
2017-09,0.24263566732406616,cotton,clf_xgb,3,0
2017-10,0.24263566732406616,cotton,clf_xgb,3,1
2017-11,0.24263566732406616,cotton,clf_xgb,3,1
2017-12,0.24263566732406616,cotton,clf_xgb,3,0
2018-01,0.23357926309108734,cotton,clf_xgb,3,0
2018-02,0.23552195727825165,cotton,clf_xgb,3,0
2018-03,0.23032955825328827,cotton,clf_xgb,3,0
2018-04,0.23552195727825165,cotton,clf_xgb,3,0
2018-05,0.23357926309108734,cotton,clf_xgb,3,0
2018-06,0.23357926309108734,cotton,clf_xgb,3,0
2018-07,0.23225338757038116,cotton,clf_xgb,3,0
2018-08,0.23225338757038116,cotton,clf_xgb,3,0
2018-09,0.23032955825328827,cotton,clf_xgb,3,0
2018-10,0.2448464035987854,cotton,clf_xgb,3,0
2018-11,0.2468525916337967,cotton,clf_xgb,3,0
2018-12,0.24148930609226227,cotton,clf_xgb,3,0
2019-01,0.22636796534061432,cotton,clf_xgb,3,0
2019-02,0.23740556836128235,cotton,clf_xgb,3,0
2019-03,0.24848678708076477,cotton,clf_xgb,3,0
2019-04,0.24848678708076477,cotton,clf_xgb,3,0
2019-05,0.2419927716255188,cotton,clf_xgb,3,0
2019-06,0.23709414899349213,cotton,clf_xgb,3,0
2019-07,0.2325712889432907,cotton,clf_xgb,3,0
2019-08,0.23993435502052307,cotton,clf_xgb,3,0
2019-09,0.2325712889432907,cotton,clf_xgb,3,0
2019-10,0.23111209273338318,cotton,clf_xgb,3,0
2019-11,0.24349892139434814,cotton,clf_xgb,3,0
2019-12,0.24487286806106567,cotton,clf_xgb,3,0
2020-01,0.22887182235717773,cotton,clf_xgb,3,0
2020-02,0.2161659151315689,cotton,clf_xgb,3,0
2020-03,0.19602102041244507,cotton,clf_xgb,3,0
2020-04,0.19602102041244507,cotton,clf_xgb,3,0
2020-05,0.2046344131231308,cotton,clf_xgb,3,0
2020-06,0.21135863661766052,cotton,clf_xgb,3,0
2020-07,0.21135863661766052,cotton,clf_xgb,3,0
2020-08,0.21135863661766052,cotton,clf_xgb,3,1
2020-09,0.21945156157016754,cotton,clf_xgb,3,1
2020-10,0.19411717355251312,cotton,clf_xgb,3,1
2020-11,0.19411717355251312,cotton,clf_xgb,3,1
2020-12,0.21750546991825104,cotton,clf_xgb,3,1
2021-01,0.29763349890708923,cotton,clf_xgb,3,0
2021-02,0.27559080719947815,cotton,clf_xgb,3,0
2021-03,0.29763349890708923,cotton,clf_xgb,3,0
2021-04,0.29763349890708923,cotton,clf_xgb,3,0
2021-05,0.20883670449256897,cotton,clf_xgb,3,1
2021-06,0.2688896656036377,cotton,clf_xgb,3,1
2021-07,0.2696588337421417,cotton,clf_xgb,3,1
2021-08,0.2491609752178192,cotton,clf_xgb,3,1
2021-09,0.20444457232952118,cotton,clf_xgb,3,1
2021-10,0.25040432810783386,cotton,clf_xgb,3,1
2021-11,0.27559080719947815,cotton,clf_xgb,3,0
2021-12,0.2663867771625519,cotton,clf_xgb,3,1
2022-01,0.3004128634929657,cotton,clf_xgb,3,1
2022-02,0.3520423173904419,cotton,clf_xgb,3,1
2022-03,0.31627002358436584,cotton,clf_xgb,3,1
2022-04,0.3371730446815491,cotton,clf_xgb,3,0
2022-05,0.32075947523117065,cotton,clf_xgb,3,0
2022-06,0.3068912625312805,cotton,clf_xgb,3,0
2022-07,0.23433975875377655,cotton,clf_xgb,3,0
2022-08,0.2532862722873688,cotton,clf_xgb,3,0
2022-09,0.20521683990955353,cotton,clf_xgb,3,0
2022-10,0.20521683990955353,cotton,clf_xgb,3,0
2022-11,0.21387013792991638,cotton,clf_xgb,3,0
2022-12,0.21805810928344727,cotton,clf_xgb,3,0
2023-01,0.22263681888580322,cotton,clf_xgb,3,0
2023-02,0.22329378128051758,cotton,clf_xgb,3,0
2023-03,0.15625251829624176,cotton,clf_xgb,3,0
2023-04,0.19502675533294678,cotton,clf_xgb,3,0
2023-05,0.16867797076702118,cotton,clf_xgb,3,0
2023-06,0.17088758945465088,cotton,clf_xgb,3,0
2023-07,0.16735120117664337,cotton,clf_xgb,3,0
2023-08,0.17733879387378693,cotton,clf_xgb,3,0
2023-09,0.18238894641399384,cotton,clf_xgb,3,0
2023-10,0.1985219120979309,cotton,clf_xgb,3,0
2023-11,0.17680220305919647,cotton,clf_xgb,3,1
2023-12,0.16106398403644562,cotton,clf_xgb,3,1
2024-01,0.17554982006549835,cotton,clf_xgb,3,0
2024-02,0.20637528598308563,cotton,clf_xgb,3,0
2024-03,0.18478500843048096,cotton,clf_xgb,3,0
2024-04,0.1592152863740921,cotton,clf_xgb,3,0
2024-05,0.1666698008775711,cotton,clf_xgb,3,0
2024-06,0.16640667617321014,cotton,clf_xgb,3,0
2024-07,0.16640667617321014,cotton,clf_xgb,3,0
2024-08,0.17628924548625946,cotton,clf_xgb,3,0
2024-09,0.16267165541648865,cotton,clf_xgb,3,0
2024-10,0.15816940367221832,cotton,clf_xgb,3,0
2024-11,0.1961447149515152,cotton,clf_xgb,3,0
2024-12,0.21662425994873047,cotton,clf_xgb,3,0
2025-01,0.19134977459907532,cotton,clf_xgb,3,0
2025-02,0.15914900600910187,cotton,clf_xgb,3,0
2025-03,0.1398944854736328,cotton,clf_xgb,3,0
2025-04,0.13600005209445953,cotton,clf_xgb,3,0
2025-05,0.13827462494373322,cotton,clf_xgb,3,0
2025-06,0.15227676928043365,cotton,clf_xgb,3,0
2025-07,0.16075259447097778,cotton,clf_xgb,3,0
2025-08,0.17140376567840576,cotton,clf_xgb,3,0
2025-09,0.21177150309085846,cotton,clf_xgb,3,0
2016-01,0.37030884623527527,cotton,clf_xgb,6,1
2016-02,0.365153044462204,cotton,clf_xgb,6,1
2016-03,0.4014814496040344,cotton,clf_xgb,6,1
2016-04,0.445718914270401,cotton,clf_xgb,6,1
2016-05,0.3965490460395813,cotton,clf_xgb,6,1
2016-06,0.43784603476524353,cotton,clf_xgb,6,0
2016-07,0.43843141198158264,cotton,clf_xgb,6,0
2016-08,0.45472419261932373,cotton,clf_xgb,6,0
2016-09,0.4709828794002533,cotton,clf_xgb,6,1
2016-10,0.4702552556991577,cotton,clf_xgb,6,1
2016-11,0.43086308240890503,cotton,clf_xgb,6,1
2016-12,0.4180510938167572,cotton,clf_xgb,6,1
2017-01,0.5014265775680542,cotton,clf_xgb,6,0
2017-02,0.46239984035491943,cotton,clf_xgb,6,0
2017-03,0.48553749918937683,cotton,clf_xgb,6,0
2017-04,0.48553749918937683,cotton,clf_xgb,6,0
2017-05,0.48553749918937683,cotton,clf_xgb,6,0
2017-06,0.3739357888698578,cotton,clf_xgb,6,0
2017-07,0.4706181287765503,cotton,clf_xgb,6,0
2017-08,0.4983033537864685,cotton,clf_xgb,6,1
2017-09,0.5273182392120361,cotton,clf_xgb,6,1
2017-10,0.3782199025154114,cotton,clf_xgb,6,1
2017-11,0.5047977566719055,cotton,clf_xgb,6,1
2017-12,0.3642919063568115,cotton,clf_xgb,6,1
2018-01,0.3196676969528198,cotton,clf_xgb,6,0
